text,label
"Cannon pulled off a real visual beauty of a medieval epic that appears fascinating (except for the dragon prop). Now just how did the long-gone studio known for Chuck Norris movies ever come up with a complete lack of knowledge in the first place? Case in point: the amateurish acting and horrible plot is a sign that reviving the medieval legend is no cure for some lousy execution. They actually went on and made another cheap exploitationer featuring hundreds of lusty bimbos, just to make this look even better. For the two ""Barbarian Brothers"", they sure know how to make weird noises than becoming brave warriors so strong and bold enough to save their native land. This is the single greatest waste of potential I've seen from an ""expensive"" low-budget movie, and worse enough to let an axe strike through the gorgeous print without mercy. All of this followed an advertising campaign that sold T-shirts based on THE BARBARIANS! The movie alone makes a great souvenir!",0
"This movie is worth watching if you enjoy marvelling over special effects. There are some interesting visuals.<br /><br />Aside from that, it's typical nineties/aughties hollywood fare of dazzle without substance. True to the title.<br /><br />It's not worth picking apart the story. That's like performing brain surgery on a dinosaur. There's not much there to begin with. It's nothing original and not very special. So don't go in for the story at all. Just look at the effects.<br /><br />As has been mentioned, it got a little flashy at the end, diluting the purity of great FX treatment of an invisible (and at times half invisible) man. However if you ignore the ""standard"" pyrotechnics, it's a sight to behold (or not to behold).<br /><br />All in all, it's a decent FX film worth seeing for that purpose and that alone.",0
"I have seen this movie. This movie is the best according today's need. Dowry in marriages is the major problem nowadays. In stating this problem this movie is the best. In this movie, the Indian values are stated very well. Today's youth must understand this problem. There is less population of girls. And due to this problem of dowry , the girls committed suicide. If this problem continues, then the day when there is no girl child, is not far away.So, keep in mind this statement ,today's youth must understand that we can not take dowry in marriages.We have to learn from this movie that the dowry should not be taken.And if we understand this problem then we can see the new trend in the society. This is the major change in the society.",1
"I don't like ""grade inflation"" but I just had to give this a 10. I can't think of anything I didn't like about it. I saw it last night and woke up today thinking about it. I'm sure that the Hollywood remake that someone told me about, with J Lo and Richard Gear, will be excellent, but this original Japanese version from 1996 was so emotional and thought-provoking for me that I am hard-pressed to think of any way that it could be improved, or its setting changed to a different culture.<br /><br />A story I found worth watching, and with o fist-fight scenes or guns going off or anything of the sort! Imagine that!<br /><br />All the characters seemed well-developed, ... even non-primary characters had good character-development and enjoyable acting, and the casting seemed very appropriate. <br /><br />It's always hard to find a good movie-musical in our day and age, and perhaps this doesn't quite qualify (there is plenty of learning how to dance, but no singing) but I really think that Gene Kelly and others who championed a place for dance in our lives would have thought so very highly of this film and the role of dance in helping to tell a story about a middle aged man, successful with a family in Japan, looking for something... he knows not precisely what.<br /><br />To the team of people in Japan who contributed to this film, thank you for creating and doing it.",1
"Well, what can I say.<br /><br />""What the Bleep do we Know"" has achieved the nearly impossible - leaving behind such masterpieces of the genre as ""The Postman"", ""The Dungeon Master"", ""Merlin"", and so fourth, it will go down in history as the single worst movie I have ever seen in its entirety. And that, ladies and gentlemen, is impressive indeed, for I have seen many a bad movie.<br /><br />This masterpiece of modern cinema consists of two interwoven parts, alternating between a silly and contrived plot about an extremely annoying photographer, abandoned by her husband and forced to take anti-depressants to survive, and a bunch of talking heads going on about how quantum physics supposedly justifies their new-agy pseudo-philosophy. Basically, if you start your day off meditating to the likes of Enya and Kenny G, this movie is for you. If you have a sense of humor, a crowd of people who know how to have fun, and a sizable portion of good weed, then this movie is for you as well. Otherwise, stay away. Take my word for it.<br /><br />The first thing that struck me about ""What the Bleep do you Know"" is that is seemed to be edited and put together by the same kinds of people that shoot cheap weddings on camera, complete with pink heart effects, computer-generated sparkles across the screen, and other assorted silliness. Who let these people anywhere near a theatrical release is a mystery to me. I guess this is what too much Kenny G does to you. The movie was permeated with cheesy GCI, the likes that you or I can produce on our own computer via over-the-counter video editing software, but never would, because it's just way too ridiculous.<br /><br />The script was _obviously_ written by someone with no writing experience whatsoever. Not only were all the characters and conversations cumbersome and contrived beyond belief, but the ""writers"" felt like they had to shove every relevant piece of information, or rather disinformation, which is what most of this movie was all about, all the way down your throat. Well, given the target audience, that may not have been too bad of an idea. The main character, for example, spends half the movie popping pills. Apparently, though, it was deemed not convincing enough, so there are at least a couple of dialogs in throughout, which refer to her anti-anxiety pills specifically, just in case the viewers should not be able to connect her overacted pain and suffering with little white pills she takes whenever she feels down. The acting... Well, I've seen better acting in Ed Wood movies, and no, this is not an exaggeration. Heck, the little play I was in when I was 12 featured much more inspiring acting than this. It really did.<br /><br />The story is interrupted here and there with a bunch or random talking heads, a strange mix of kooky scientists, kooky doctors, and self-proclaimed mystics, go on and on about how quantum physics supposedly provides an ""explanation"" for how ever man or woman created their own reality just by participating in the experience of life. Reality, you see, is a probability-field of a bunch of different possibilities, and is only set in stone once you the Observer chose to notice it. What happens when more than one Observer Observes they didn't say, but then again who cares. Listen to Enya, meditate, Observe, and you shall be God, and nobody gives a damn about such silly and archaic things as critical thinking, logic, etc. All reason is immediately dismissed as people being stuck in their ways and unable to achieve a ""paradigm shift"" and ""go down the rabbit hole"". Furthermore, the Heidelberg Uncertainty Principle supposedly is proof positive of alternate realities, parallel universes, and such.<br /><br />Speaking of rabbit holes, the analogy permeates the movie. All of these people keep talking about going down rabbit holes. I'm not sure what that had to do with anything else they were saying or showing, but one thing I'm certain of is that it somehow involves anal sex. Actually, the movie is _extremely_ anti-sex. Throughout, sex is presented as dirty, ugly, and anti-enlightening.<br /><br />In any case, the talking heads talk, the main character achieves harmony and enlightenment by painting hearts all over her body with a magic marker, and proceeds to walk around with an even stupider look in her glazed over eyes than she started with.<br /><br />I want 2 hours of my life back.<br /><br />Here's a couple of random quotes which I happened to remember:<br /><br />""What I think of as unreal has become a lot more real to me, and that, which I used to consider real, is oftentimes a lot less real than the unreal."" - Some talking head on the spirituality of quantum physics.<br /><br />""What does it take for one man to have an erection? It takes just one thought. Nothing changes on the outside, all the changes are within. An yet he has an erection"" - Some self proclaimed mystic, head of her own school of enlightenment.<br /><br />[while looking at herself in the mirror] ""I hate you! I hate you! You're fat! You're ugly! I have you!"" - main character, the fat and ugly photographer.",0
"If this documentary had not been made by the famous French director, Louis Malle, I probably would have turned it off after the first 15 minutes, as it was an incredibly dull look at a very ordinary Midwestern American town in 1979. This is not exactly my idea of a fun topic and the film footage closely resembled a collection of home movies. Considering I didn't know any of these people, it was even less interesting.<br /><br />Because it was a rather dull slice of life style documentary, I wondered while watching what was the message they were trying to convey? Perhaps it was that values aren't as conservative as you might think--this was an underlying message through many of the vignettes (such as the Republicans whose son was a draft resister as well as the man and lady who thought sex outside of marriage was just fine). Or, perhaps the meaning was that there was a lot of bigotry underlying the nice home town--as several ugly ideas such as blaming Jews for financial conspiracies, anti-Black bigotry and homophobia all were briefly explored.<br /><br />The small town of 1979 was explored in great depth and an idyllic sort of world was portrayed, but when the film makers returned six years later, the mood was depressed thanks to President Reagan. This seemed very disingenuous for several reasons. First, the 1979 portion was almost 90% of the film and the final 10% only consisted of a few interviews of people that blamed the president for just about everything but acne. What about the rest of the folks of this town? Did they all see Reagan as evil or that their lives had become more negative? With only a few updates, it seemed suspicious. Second, while it is true that the national debt doubled in the intervening years, so did the gross national product. And, while Malle shows 1979 as a very optimistic period, it was far from that, as the period from 1974-1980 featured many shortages (gas, sugar, etc.), strikes, high inflation and general malaise. While I am not a huge fan of Reagan because government growth did NOT slow during his administration, the country, in general, was far more optimistic than it had been in the Ford and Carter years. While many in the media demonized Reagan (a popular sport in the 80s), the economy improved significantly and the documentary seems very one-sided and agenda driven. Had the documentary given a more thorough coverage of 1985 and hadn't seemed too negative to be believed (after all, everyone didn't have their lives get worse--this defies common sense), then I might have thought otherwise.<br /><br />Overall, not the wonderful documentary some have proclaimed it to be--ranging from a dull film in 1979 to an extremely slanted look at 1985.<br /><br />By the way, is it just me, or does the film DROP DEAD GORGEOUS seem to have been inspired, at least in part, by this film? Both are set in similar communities, but the latter film was a hilarious mockumentary without all the serious undertones.",0
"""Indian burial ground"": If those three words appear anywhere in a real-estate listing, look for a different neighborhood. A young couple with a young daughter and a toddler-age son move into a Maine house adjacent to a pet cemetery--and, after a l-o-o-o-ng hike, an ancient Indian burial ground. Seems the Indian ground can bring Fido or Fluffy back from the dead--if you don't mind having a raving hell beast for a pet. It can do the same for dead people--if you don't mind having a homicidal zombie around the house.<br /><br />Throw in a busy two-lane blacktop, speeding big rigs, a well-meaning (if somewhat dim) old neighbor, and one kid who really doesn't get enough supervision, and I think you can figure out what happens from there--an over-the-top, illogical mess, which, in all fairness, does offer up a few scares.<br /><br />Well, there are worse Stephen King adaptations (such as ""Maximum Overdrive,"" which King also directed). But there are far better ones, too (such as ""Salem's Lot,"" ""The Dead Zone,"" and both versions of ""The Shining"").",0
"Hard to imagine this film is based on a true story, and how Christy managed to accomplish the miracle is so heart-stirring. Daniel Day-Lewis is a chameleon, really hard to imagine how much effort he had done to create this disabled character. Watching him on screen is a shocking and breathtaking experience.<br /><br />The movie is not so pessimistic as I thought before, the story is kinda bright and intriguing. Christy is not despised by the normals, his life is also colorful and delightful, although we can be aware of the loneliness and the painful fetter through his eyes.<br /><br />One important factor of Christy's success is his mother's support which seems to be more touching, and the unknown actress Brenda Fricker also deserves her Oscar award for this role, this fat little middle-aged woman uses her all to make Christy's dream come true. So lucky for Christy!And Hugh O'Conor is also excellent as young Christy, what a performance for a child! The love story of Christy is very well-done, trustful. Christy wants love and nothing can derive him of the right to love, his crush on the beautiful Dr. Eileen Cole (surprisingly played by Fiona Shaw, I am deeply impressed with her role in Harry Potter series, the loathsome Aunt Petunia, so her appearance in this role is really beyond my mind, but anyway, any woman has her own youth...) is paranoiac and offensive, I do have sympathy for him, love is a two-edged sword, happiness and agony are just next to each other.<br /><br />Btw, Jim Sheridan's works are all good (IN America, THE BOXER etc.) except GET RICH OR DIE Trying', god knows why he chose to direct that crap! Really a career taint for him, what a pity!",1
"What surprised me most about this film was the sheer audience it attracted. Similar films such as Anita and Me have never caused as much hype as this film has, though I think that's probably because of the mention of 'Beckham' in the title more than anything else.<br /><br />It's a brilliant film putting across a brilliant message - you can do anything if you're determined enough, and put your mind to it, which is such a positive message to anyone watching this film.<br /><br />I think this is one of Keira Knightley's better films, and I think she's a brilliant actress, and was excellent for the role. Parminder Nagra was brilliant too. Sadly, I can't say this for Jonathan Rhys-Meyers, because I don't think that he was that much of a good actor, and to be honest, his eyes were a little scary.<br /><br />All in all, a brilliant film, and a brilliant story",1
"A sweet and totally charming film, Shall We Dansu? made me laugh and cry. At first appearance, Sugiyama-san was not terribly appealing--an uptight salaryman, seemingly devoted to his family, but all too easily captivated by a face in a window. The object of his obsession is distant and cold. But by the end of the movie, I was in love with him, her, his wife and daughter, all the dance instructors and dance students. This uncomplicated story of transformation and renewal is a little jewel that I would enjoy seeing again.",1
"I was thinking that the main character, the astronaut with the bad case of the runs(in his case, his skin, hair, muscles, etc) could always get more movie work after he'd been reduced to a puddle. All he has to do is get a job as the Blob. The premise of this flick is pretty lame. An astronaut gets exposed to sunspot radiation(I think), and so begins to act like an ice cream cone on a hot day. Not only is this a puzzler, but apparently he has to kill humans and consume their flesh so that he can maintain some kind of cell integrity. Huh? Have you ever noticed that whenever any kind of radiation accident or experiment happens, the person instantly turns into a killing machine? Why is that?<br /><br />The astronaut lumbers off into the night from the 'secret facility'(which has no security whatsoever), shedding parts of himself as he goes. Apparently he retains just enough memory to make him head for the launch pad, maybe because he wanted to return to space. <br /><br />Thus begins the part of the movie that's pretty much filler, with a doctor wandering around with a Geiger counter, trying to find the melting man by the buzz he gives off. He kills a stupid Bill Gates look-alike fisherman, scares a little girl a la the Frankenstein monster movie, and finishes off a wacky older couple(punishing them karmically for stealing some lemons). Then there's a short scene where he whacks his former General, and a very long scene where he kills a young pothead and chases his girlfriend around. You'd think that after she cuts his arm off and he run away, the scene would shift. But no...we're treated to about ten minutes of the woman huddled into a corner panting and screaming in terror, even though the monster is gone. All I could think was..director's girlfriend, anyone?<br /><br />The end of the movie is even lamer than the rest of it. The melting man finishes turning into a pile of goo, and then...nothing. That's it. That's the end of the movie. Well, at least that meant that there was no room for a sequel.",0
"A lot people get hung up on this films tag as a ""children's film"", and that it certainly is, though it is one made for adults. Takashi Miike uses the fantasy genre, particularly, the children's fantasy genre, as a springboard into the wild territory that is the Great Yokai War.<br /><br />The setup is simple a boy is selected to play the ""hero"" in this years annual festival, only to discover his role is much more real than he could have imagined. What follows is a hallucinatory, grotesque, whimsical, and often funny journey through the world of Japanese folklore, but wait there's also an evil Villain on the lose who wants to destroy the world. However, the villain here, is not a mere demon, it is the demon-spirit of the accumulated resentment of those things which humans ""use"" and ""discard"". Usuing a chamber made out of pure liquid hate/resentment, the villain transforms the vibrant colorful Yokai spirits into soulless ten foot tall makeshift robots which chainsaw for arms and eyes like burning coals(those whove played the video game, Sonic The Hedghog, might remember a certain Dr. Robotnik performing similar procedures to the cute and cuddly's who Sonic had to then ""liberate"").<br /><br />The hero in this film is actually the least interesting character, essentially playing the straight man, in a world gone suddenly mad. Though he does go through the typical heroes trials he more often than not cowers, as do many of the Yokia themselves, who seem truly defenseless against the murderous robots, some spirits being umbrellas with eyes, talking walls, or creatures whose soul purpose in life is to count beans...of course in this magical world of Miike's Yokai war even beans take a magical power when one believes in them.<br /><br />In several ways this film subverts the normal conventions of children's fantasy, as few, if any, of the characters are heroic, their victory being a combination of happenstance, almost arbitrary faith, and a desire to party. The Yokai spirits, only rally together and lay siege the villains hideout, after they mistake the end of the world invasion of Earth for a great Yokai festival, and even then only to dance and party. Also the film ends not with the usual celebratory all's well that ends well fantasy ending, but with a final scene, showing our hero years older, with an adult job, now unable to see the Yokai spirits of his youth, who then despondently turn to the villain, who being a spirit can never really die. This ending, with it's Yokai spirit who is the spitting image of Pokemon's Pikachu, warns us not just of leaving behind our childhood selves, but of the horrors of over-consumption. The villain is resentment caused when humans no longer have reverence for the world and the objects around them(in Japanese folklore nearly every object has some kind of spirit), and so when they are used and discarded as we in consumer societies do without reverence, they become soulless vengeful machines, not unlike those seen in modern video games, suggesting that though our imaginations and myths do not ever really die, but can become deformed.<br /><br />This is one of the first scripts Miike has contributed to, and I believe it shows, as there's a tightness conceptually that sometimes gets swept under the rug by his exuberance for visual playfulness. Though I've focused mostly on the story (since lots of users here seem to write it off), I do want to say that visually it's a kaleidescope of CGI, stop animation, costume, and live puppetry, that works remarkably well. There's a dreamlike quality to a lot of the film, and the Miyazaki comparisons are warranted, as are the NeverEnding Story and Labrynth comparisons, though this film is sharper and more adult than either. The Yokai are beaten, brutalized, and turned into machines of living hate, who I believe even kill a few humans, a deformed aborted calf with a mans face is born and dies in the films grotesque opening, while a sexual undercurrent, the women with the long neck licking the face of our boy hero, or another characters persistent memory of touching the thigh of a young scantily clad water spirit as a boy, seem to linger a bit too long for most western tastes, especially when considering this is a ""children's film"". However these are slight enough to catch adult attentions while minor enough, not to traumatize any children to bad. Grims fairy tales, before revisions, did much worse, far more often.<br /><br />All and all this is one of Miikes most accessible and engaging ventures yet, with enough visual drama and great performances(the Yokai spirits have a humanism and an absurd humor to them, thats laugh out loud funny at times) to appeal to audiences of all ages, and a steady conceptual undercurrent strong enough to draw in an adult audience who have presumably brought their children or else come out of a sense of nostalgia for the long lost fantasy films of their youth. The latter group the film seems to address the most fervently asking that they not just continue passive consumption of the world around them, but show reverence to those spirits within them which seemed so much closer to reality in childhood. Another beautiful, funny, and truly original film from a thrilling director who hasn't come close to his apex. Instant classic.",1
"What a mess!! Why was this movie made? This, and other movies of its ""caliber"" should be teaching tools on how not to make a movie. Children may like it, but anyone over 10 may or will disapprove. To make matters worse was the fact that such great talent like Whoopi Goldberg and Armin Mueller Stahl were entirely wasted in a film unworthy of any notice.",0
"Vampires, sexy guys, guns and some blood. Who could ask for more? Moon Child delivers it all in one nicely packaged flick! Gackt is the innocent Sho - who befriends a Vampire Kei (HYDE), their relationship grows with time but as Sho ages, Kei's immortality breaks his heart. It doesn't help that they both fall in love with the same woman. The special effects are pretty good considering the small budget. It's a touching story ripe with human emotions. You will laugh, cry, laugh, then cry some more. Even if you are not a fan of their music, SEE THIS FILM. It works great as a stand alone Vampire movie.<br /><br />9 out of 10",1
"This is cult stuff. My friends and I get together once a year to enjoy this movie. Its very funny and very dry . I've seen this move dozens of times and have yet not to enjoy it.The actors are funny and it gets better with every viewing! If you enjoyed ""Morons from out of Space"" you will love this. A great play on War of the Worlds. I love the Red-Neck rampage to get the aliens, the bug on the hood, the DOD, the Heat Seeking Populous Annihilator, the Mine Field, the Red Camo, breaking the speed limit by 1800Mph! ""I'll get the bucket!"" Very Funny. I would love for this to come out on DVD! Forget the negative reviews see it for yourself!",1
"This movie is one of the sleepers of all time. I gave it a 10 rating. The story is of the famed 'Bushwhackers' out of Missouri that fought on the side of the South during the War Between the States. The clothing they wore were authentic, the history and why they fought is very accurate and well researched. There was actually one of the battles that did not take place as they depicted... but not bad for Hollywood. The actors were well cast and were either the most brilliant of actors or the director really know how to get the best from them. I suspect it was a combination of great directing, super casting to find the right people and excellent performing by the actors. Not just one or two... this movie really jelled! It has action, romance, suspense, good guys and bad guys (sometimes depending on your individual perspective) and history all rolled into one movie. Even has the future Spiderman and Jewel. And she's good!",1
"Watched on Hulu (far too many commercials!) so it broke the pacing but even still, it was like watching a really bad buddy movie from the early sixties. Dean Martin and Jerry Lewis where both parts are played by Jerry Lewis. If I were Indian, I'd protest the portrayal of all males as venal and all women as shrews. They cheated for the music videos for western sales and used a lot of western models so the males could touch them I usually enjoy Indian films a lot but this was a major disappointment, especially for a modern Indian film. The story doesn't take place in India (the uncle keeps referring to when Mac will return to India) but I can't find out where it is supposed to be happening.",0
Iberia is nice to see on TV. But why see this in silver screen? Lot of dance and music. If you like classical music or modern dance this could be your date movie. But otherwise one and half hour is just too long time. If you like to see skillful dancing in silver screen it's better to see Bollywood movie. They know how to combine breath taking dancing to long movie. Director Carlos Saura knows how to shoot dancing from old experience. And time to time it's look really good. but when the movie is one and hour it should be at least most of time interesting. There are many kind of art not everything is bigger then life and this film is not too big.,0
"I wouldn't be so quick to look at all the good reviews and say this might be a good show..This show is only good if you don't know what ""talent"" is..I won't even say how offensive it is (I know it can be offensive to a lot of people) because thats not really what bothers me about the show.. What bothers me is that people watch this and think it's funny..It makes me feel like our generation is getting to stupid and I'm actually scared that it will one day be run by people who watch this garbage..<br /><br />Basically the plot is simple..it's about an offensive,self centered,spoiled women(Sarah Silvermen) getting through everyday life..<br /><br />Thats it..Like that hasn't been done a million times..In fact almost every joke either has been done or is racist..<br /><br />Sarah also likes to sing..I like her voice..thats it..not the lyrics..The lyrics are dreadful..which she likes to sing about a lot of things..<br /><br />If you like to see a hot women put everyone else down and make them feel like crap while at the same time farting and saying crap about every race then this show is for you..",0
"Michelle Rodrigez was made for this movie, when I first saw her in Fast and the Furious. You could tell that she was a tough woman. With this movie, she has not only proven her acting, but shows no fear and is tough like she should be in this movie. She is more a bad girl and that's what I like about her. This movie is about a troubled girl, living the life as a tom boy and getting in constant trouble with school and family. As she gets interested in her brothers training to be a boxer, she decides to go after her love to fight and asks her brothers trainer to train her. Even though they don't think she has the potential, they get to be shown proven wrong.<br /><br /> I think this movie was a little slow at the ending, but was well done. It shows, that people can do anything even if they don't think you have the potential. I recommend it to be seen.",1
"Paul Reiser did a spectacular job in writing this movie. Peter Falk gives the performance of his life. It is worthy of an Academy Award. This was one of the most poignant and funny movies of the year. Reiser's wit is fantastic and he is as good as it gets and as he was in his long running TV sitcom ""Mad about You"". Peter Falk did a masterful job as his dad, and Peter who is now 78 years young made us laugh and cry at the same time. The supporting cast was equal to the task especially the gorgeous gorgeous Elizabeth Perkins. It is a must see movie for 2005. We bet that everyone across all ages and religions will love this movie and somehow relate to it in one way or another. We have mothers and fathers and siblings like these in the movie. We have all had the good and bad times together and wish things were the same but different.",1
"Though this movie is cheesiness at its best, it is pulled off perfectly. This movie, without a doubt, has to be considered a modern classic. There are basically two kinds of movies I like - movies with depth (chick flicks, if you must - I blame my wife for this) and mindless comedies where I can sit back and relax. This movie is a perfect example of the latter.<br /><br />A friend of mine turned me on to this movie shortly after its release. Considering me to somewhat shallow, he said to me, ""You've got to see this movie. It's just your type of movie."" Foregoing the insult, I started watching. I know they mentioned The Ramones a million times, but when you actually see them, I said, ""Hey, it is The Ramones."" My friend replied, ""I don't know they were a real band."" I had my moment of glory.<br /><br />This movie, though now somewhat dated, is a must see for Ramones fans - or anyone else for that matter.",1
"Very good western.This was the first time writer Richard Wilson directed a film, also this was a first for Samuel Goldwyn Junior as a producer. It is a pleasure to see a very young and pretty Angie Dickinson as a saloon girl. Robert Mitchum comes to this town dominated by outlaws and is hired as a town tamer, but people are worried that he will go too far, also about the harm that he will do to the town´s businesses. There are some similarities in the story with ""Warlock"" which was made in 1959. This film keeps a very fast and exciting pace, it really keeps you on the edge.",1
"This film has, over the past ten years, become one of my favorite pseudo noir experiences. The three storyline threads given us by Kazan each have their unique and separate pleasures. The domestic chitchat between Bel Geddes and Widmark, the movement between rooms, the small gestures such as the phone book Barbara places on the chair under her son so he can reach the table, those small intimate exchanges between husband and wife, all are well crafted and natural. More than anything else, I love their porch, that second living room where it is clear they spend much of their summer time. The second thread is the professional relationship between many in the film but especially between Widmark and Douglas' characters. It may not be totally original and does get a bit blustery but all in all, it comes across as real, respectful and efficient. The third thread,the grungy tale of Blackie and his tattered little gang, gets us closest to a dark and frightening noir world.Palance's Blackie is as cold as a block of ice. This self-proclaimed business man, this self made man clearly has a complexity we only briefly tap in to. For me, this film continues to be a completely satisfying experience.",1
"Far richer in texture and character than even the classics from the 30's and 50's. George C. Scott was born to be Scrooge, just as he was born to be Patton. Mr. Scott will be known as one of the greatest actors of the 20th century. The character of Scrooge as played by Mr. Scott seemed to jump off the screen. Scott as Scrooge brought an richer, more robust, yet a more deeply moving Scrooge to the screen than any of his predecessors in the role of the meanest man in 18th century London. Mr. Scott seemed to bring Scrooge to a more personal, understandable yet highly conflicted level; his role was acted with the great authority Scott always bring to the screen: yet his usual bellicose voice would sometimes be brought to a whisper, almost as a soliloquy, as he would berate the Christmas holiday in one breath, yet reveal his own human frailty in his next line. He could portray the sour and crusty Scrooge, and a misunderstood, sympathetic Scrooge all in the same scene.<br /><br />Truly a remarkable performance by a giant of his generation.",1
"I was p***ed when I couldn't see this one when it was screening at the Philly Film Fest last year, so when I saw that it was going to be on cable tonight, I put it on remind as soon as I could. So was it worth the wait? Well let's backtrack a tad as I have yet to give you the plot. Sean Crawley is a young man who doesn't know what his path in life is. Enter Duke (George Wendt) who introduces him to his boss Ray (Danny Baldwin). One night Ray totally hammered asks Sean to off the guy that they had Sean following around. And it goes on from there. Which leads me back to the question posed. Was it worth the wait? Yes and no, the buildup was pretty good and George Wendt stole the movie for me. He just took the ball and ran with it. But it's nowhere near as violent as I was led to believe and somewhere along the movies running time the ball is not only dropped, but fumbled and taken in the other direction. I know where this point happened exactly, but can't say without spoiling the film. But needless to say it happened. The ending doesn't save the film either. Poor Stuart Gordon nothing can be good like ""Re-animator"" or ""Castle Freak"".<br /><br />My Grade: C<br /><br />Where I saw it: Showtime Extreme<br /><br />Eye Candy: Kari Wuhrer shows her ta-tas in one fantasy and then in the next more ta-tas and it pans down and...OH MY GOD MY EYES MY EYES!!!!!",0
"Gurinda Chada's semi-autobiographical film (2002) is a gentle, poignant comedy set in the ethnically diverse community near Heahthrow Airport in West London.<br /><br />Like the airliners which constantly arrive and depart from overhead, we follow the ups and downs of the two main characters Jess Bhamra (Parminder Nagra) and Jules Paxton (Keira Knightley) as they strike up an unlikely friendship which centres around their mutual passion for soccer and their technical infatuation with David Beckham.<br /><br />Much of the comedy grows out of the misunderstandings of the families of these two talented girls as they break all the expectations and conventions of their very different family backgrounds.<br /><br />Somewhere in the middle, as broker, peacemaker and blighted athlete, Joe (Jonathan Reece-Myers) - team coach for the Hounslow Harriers - intercedes in times of crisis, while at the same time remaining the main object of affection of both the main characters.<br /><br />Eventually, and not without many obstacles and triumphs on the way, we finally see our dedicated and beloved soccer heroines soaring away to realise their dreams.<br /><br />With great performances from Bollywood veteran Anupam Kher (Mr Bhamra), Shaheen Khan (Mrs Bhamra), Juliet Stevenson (Mrs Paxton) and Frank Harper (Mr Paxton) this really is a film that captures the urgent passion of adolescence and crosses all ethnic frontiers.<br /><br />Pinky Bamrha (Archie Panjabi) and (Taz) Trey Farley are struggling their own struggles, but nevertheless contribute greatly to our understanding of the main characters in the film.<br /><br />In it's own special way, this film tells an important story that in quite incidental the football. It celebrates the evolution in the understanding of ordinary people in ordinary families and the innate ability of the young to teach the old.",1
"If the very thought of Arthur Askey twists your guts, don't worry, you can still watch and love The Ghost Train, like the equally marvellous Back Room Boy, it is a film that is simply too damn good to be sunk by a single performance, even that of the lead actor. Personally, I love Askey, perhaps it's because I go into his world, rather than unreasonably expecting him to come into mine, which is a mistake too many people make. The Ghost Train is so intensely atmospheric that you couldn't conceivably watch it without being amazed at the deep, dark world it transports you to, it is immersive in a way that few cheap and cheerful flag-wavers managed to be during the desperate early '40s and it's a film that I would imagine few people have ever watched just the once. The cast are, without exception, extraordinarily good, perhaps Linden Travers lays it on a bit thick, but against the backdrop of a lonely railway station in wartime, she could hardly play a nutter and not stand out. The sad passing of the lovely Carole Lynne earlier this year broke the last link we had with this incredible film and now it really is in the past, but waiting patiently for us to press play.",1
"I went to see this movie with a crowd that consisted predominantly of ""spiritual"" New Age types, who, quite unlike me, very much enjoyed this movie---although according to those that also knew the book (apparently there is a book that contains more of this nonsense), the movie is not quite as good. So, if you tend to think of yourself as ""spiritual"", believe in or at least can tolerate stuff like ""aura"" and ""astral body"", and don't mind the frequent use of the term ""energy"" outside of the context of physics or technology, you might actually like the movie, and will likely even more enjoy whatever book it is apparently based on.<br /><br />However, if you are mostly in touch with the physical universe, if your ability to suspend disbelief is easily exhausted by inane New Age nonsense and plots based thereon, if in addition to that you have a low tolerance for cheesy lighting effects to denote the happening of spirituality, and perhaps even expect reasonable non-wooden dialog an acting, then this is my recommendation for you regarding this movie: Stay. Away.<br /><br />Don't even think about it. Tonight, this movie displaced Dungeons and Dragons as the worst movie I ever personally saw in a movie theater (I do not count movies I went to see with the expectation of them being bad, such as Plan 9 etc.). At the same time, it raised the grand total of movies I almost walked out on to two (D&D being the other one). I do not walk out on movies, not even on this one, but I should've when I first saw the visual depiction of an aura, because the New Age BS keeps on getting thicker and thicker from that point on.<br /><br />The plot is about a group of people involving themselves with some old prophecies, in a quest for spiritual enlightenment and aiming at bringing mankind to the next step in its evolution. Or something like that. They actually talk about this spiritual stuff being the next step in human evolution, which should make anybody who has even the faintest idea of what human evolution is cringe. The movie is shock full with whoppers like that. Occasionally people beam to what they would certainly describe as ""another dimension"", or perhaps ""another plane"", only to become invisible to those around them who haven't yet reached enlightenment. Goodness.<br /><br />At the end the director patronizes the audience by rolling the ""insights"" making up the prophecy, painfully slow, presumably so that we can memorize them and leave the cinema as better, more enlightened individuals.<br /><br />Good things about the movie? Some very pretty nature shots, and some decent supporting performances by Elizondo and de Almeida.<br /><br />I honestly can say that it seriously affects my ability to take a person seriously if they consider this movie interesting or acceptable. It really is el cheapo spiritualism of the most naive kind, and unless that's your thing, you better do something else with your time and money.",0
"Just as ""ITS A MAD, MAD, MAD, MAD WORLD"" is at the top of my list for all time greatest comedies ever made, this one is at the very bottom. (Of course, I could be wrong-not having seen ""SAVING SILVERMAN"") In other words, it's a lame, lame, lame, lame comedy.<br /><br />Rating: 1/2* out of *****",0
